gene	mRNA_begin	mRNA_end	label	Tree1_one_ratio	Tree1_two_ratio_forground	Tree1_two_ratio_background	Tree2_one_ratio	Tree2_two_ratio_forground	Tree2_two_ratio_background	Tree3_one_ratio	Tree3_two_ratio_forground	Tree3_two_ratio_background	Tree1_one_ratio_lnL	Tree1_two_ratio_lnL	Tree2_one_ratio_lnL	Tree2_two_ratio_lnL	Tree3_one_ratio_lnL	Tree3_two_ratio_lnL	lrt_1_1_p_value	lrt_1_1_q_value	lrt_2_2_p_value	lrt_2_2_q_value	lrt_3_3_p_value	lrt_3_3_q_value	BestT1	BestT2	BestT3	BestlnL	Besttree	highw5
GALGAL_R00281	64323246	64337063	nonoutlier	0.222573099	0.378257	0.221951	0.222001867	0.0001	0.223229	0.221536671	0.0001	0.221476	-7080.217194	-7080.179024	-7080.553894	-7079.923667	-7080.985842	-7080.985314	0.782320005	1	0.261565172	1	0.974076383	1	-7080.179024	-7079.923667	-7080.985314	-7079.923667	2	0
GALGAL_R13035	64343684	64349419	nonoutlier	0.045969716	6.36557	0.0460118	0.045969716	13.8116	0.0460117	0.045969716	9.99158	0.0460117	-1374.575711	-1374.575747	-1374.57565	-1374.575747	-1374.57572	-1374.575748	1	1	1	1	1	1	-1374.575711	-1374.57565	-1374.57572	-1374.57565	2	1
GALGAL_R13037	64369585	64369971	nonoutlier	0.231714205	5.19663	0.231796	0.231714205	1.32213	0.231796	0.231714205	0.0001	0.231795	-1127.075252	-1127.075276	-1127.07523	-1127.075225	-1127.075255	-1127.075234	1	1	0.997476872	1	0.994829153	1	-1127.075252	-1127.075225	-1127.075234	-1127.075225	2	0
GALGAL_R00571	64396389	64414582	nonoutlier	0.348397929	0.0001	0.349229	0.347847392	0.37391	0.347796	0.348578232	0.0001	0.349751	-16793.16149	-16792.70874	-16784.76128	-16784.75837	-16791.84261	-16790.66997	0.341311227	1	0.939199666	1	0.125662336	1	-16792.70874	-16784.75837	-16790.66997	-16784.75837	2	0
GALGAL_R13119	64539854	64546893	nonoutlier	0.233576278	0.144626	0.234195	0.232471407	0.166607	0.23289	0.232117151	0.268085	0.231982	-4362.552132	-4362.475644	-4362.004955	-4361.969123	-4364.405354	-4364.400345	0.695707455	1	0.788929229	1	0.920272906	1	-4362.475644	-4361.969123	-4364.400345	-4361.969123	2	0
GALGAL_R13041	64565279	64587018	nonoutlier	0.043181444	2.3058	0.0431872	0.043209877	0.0001	0.043268	0.043181444	104.055	0.0431106	-8110.466206	-8110.466728	-8110.365388	-8110.27563	-8110.465618	-8110.454856	1	1	0.671789513	1	0.883360452	1	-8110.466206	-8110.27563	-8110.454856	-8110.27563	2	0
GALGAL_R00285	65084222	65091936	nonoutlier	0.013429414	0.151035	0.0134457	0.014252874	0.0001	0.0146194	0.013488321	0.0001	0.0135171	-497.900561	-497.900574	-494.429865	-494.378918	-498.244566	-498.244565	1	1	0.749568491	1	0.998871621	1	-497.900561	-494.378918	-498.244565	-494.378918	2	0
GALGAL_R13043	65329900	65359349	nonoutlier	0.118354311	0.295844	0.118353	0.118354311	0.0001	0.118362	0.118354311	2.67353	0.118361	-3955.022383	-3955.022748	-3955.022414	-3955.022067	-3955.023148	-3955.02359	1	1	0.978983056	1	1	1	-3955.022383	-3955.022067	-3955.023148	-3955.022067	2	0
GALGAL_R00577	65608106	65618169	nonoutlier	0.039084181	0.0001	0.0393618	0.039224788	0.0001	0.0398112	0.039143023	0.0001	0.0393882	-2662.998653	-2662.874055	-2661.038154	-2660.739444	-2662.796598	-2662.687684	0.617641768	1	0.43956411	1	0.64069988	1	-2662.874055	-2660.739444	-2662.687684	-2660.739444	2	0
GALGAL_R00287	66194847	66198927	nonoutlier	0.136500565	11.2317	0.136486	0.136852702	0.0001	0.137377	0.136500565	4.66571	0.136486	-8101.542211	-8101.542381	-8100.508923	-8099.780396	-8101.54203	-8101.542508	1	1	0.227399442	1	1	1	-8101.542211	-8099.780396	-8101.54203	-8099.780396	2	0
GALGAL_R00289	66262035	66367772	nonoutlier	0.079085334	3.5106	0.0790868	0.079085334	4.53365	0.0790867	0.079085334	0.0001	0.0790868	-2097.780732	-2097.780898	-2097.780718	-2097.780902	-2097.780755	-2097.78072	1	1	1	1	0.993324497	1	-2097.780732	-2097.780718	-2097.78072	-2097.780718	2	0
GALGAL_R12730	66374742	66404090	nonoutlier	0.134451307	0.0001	0.134493	0.133521175	0.22802	0.130408	0.135155775	0.0001	0.137306	-1537.000987	-1537.000772	-1531.8583	-1531.768936	-1536.904047	-1536.760583	0.983455899	1	0.672468664	1	0.592195899	1	-1537.000772	-1531.768936	-1536.760583	-1531.768936	2	0
GALGAL_R00291	67298752	67382998	nonoutlier	0.028767266	0.0001	0.028955	0.028866194	0.0001	0.0291426	0.028666046	21.6224	0.0286851	-2937.522522	-2937.410401	-2936.801183	-2936.602469	-2937.681554	-2937.682015	0.635826563	1	0.528420543	1	1	1	-2937.410401	-2936.602469	-2937.681554	-2936.602469	2	0
GALGAL_R13139	67976173	67982393	nonoutlier	0.081549784	11.5216	0.0815341	0.081549784	23.3168	0.081534	0.081549784	0.0001	0.0815339	-2420.282626	-2420.282722	-2420.282622	-2420.282723	-2420.282694	-2420.282685	1	1	1	1	0.996614873	1	-2420.282626	-2420.282622	-2420.282685	-2420.282622	2	1
GALGAL_R12733	68069174	68134864	nonoutlier	0.257577009	9.11558	0.257489	0.256044228	999	0.254483	0.258045834	0.0001	0.259106	-12445.09421	-12445.11733	-12440.89536	-12439.47398	-12444.18361	-12443.23259	1	1	0.091786204	1	0.167850156	1	-12445.09421	-12439.47398	-12443.23259	-12439.47398	2	1
GALGAL_R12734	68252454	68256381	nonoutlier	0.124745873	0.691046	0.124751	0.124745873	0.492629	0.124749	0.124745873	0.0001	0.124751	-2216.512431	-2216.512461	-2216.512073	-2216.512252	-2216.512235	-2216.51213	1	1	1	1	0.988437959	1	-2216.512431	-2216.512073	-2216.51213	-2216.512073	2	0
GALGAL_R00294	68335194	68419340	nonoutlier	0.065247358	0.0522275	0.0654105	0.064719751	0.193717	0.0643872	0.065286867	0.0001	0.0655492	-7224.197071	-7224.182573	-7220.845939	-7220.558703	-7225.269639	-7224.959508	0.864788273	1	0.448487315	1	0.430949942	1	-7224.182573	-7220.558703	-7224.959508	-7220.558703	2	0
GALGAL_R00586	68541428	68547718	nonoutlier	0.026848613	17.8323	0.0267793	0.026860522	8.07728	0.0267792	0.02688172	0.0001	0.0270022	-6708.562932	-6709.308021	-6707.652942	-6709.307589	-6708.018069	-6707.735262	1	1	1	1	0.452007079	1	-6708.562932	-6707.652942	-6707.735262	-6707.652942	2	0
GALGAL_R13052	68574230	68578711	nonoutlier	0.120122255	0.575844	0.119194	0.119928952	0.108665	0.120029	0.120314604	0.0001	0.120298	-5549.520812	-5549.014414	-5548.424164	-5548.421549	-5551.616697	-5551.616507	0.314233935	1	0.942348252	1	0.984447352	1	-5549.014414	-5548.421549	-5551.616507	-5548.421549	2	0
GALGAL_R12736	68640864	68662341	nonoutlier	0.542763158	0.172131	0.544187	0.542548994	1.0513	0.542025	0.54250427	0.0001	0.543415	-31943.97386	-31943.42888	-31941.8466	-31941.67337	-31946.8652	-31946.67875	0.29647697	1	0.556120492	1	0.541427748	1	-31943.42888	-31941.67337	-31946.67875	-31941.67337	2	0
GALGAL_R00589	68869451	68882180	nonoutlier	0.042744063	0.0001	0.0428053	0.042763809	0.0001	0.0428113	0.042693372	2.16779	0.0426732	-4983.469041	-4983.351399	-4983.185823	-4983.078943	-4984.060395	-4984.060574	0.627633203	1	0.643836182	1	1	1	-4983.351399	-4983.078943	-4984.060395	-4983.078943	2	0
GALGAL_R00142	68899137	68903243	nonoutlier	0.029630446	5.42047	0.0296287	0.029763222	0.0001	0.0298677	0.029630446	0.0001	0.0296288	-2088.694793	-2088.694991	-2088.31686	-2088.236306	-2088.694529	-2088.69449	1	1	0.68813845	1	0.992953366	1	-2088.694793	-2088.236306	-2088.69449	-2088.236306	2	0
GALGAL_R00295	68931797	68962041	nonoutlier	0.216439037	0.0001	0.217924	0.214851093	999	0.214073	0.216163921	0.0001	0.217217	-10229.68035	-10228.14855	-10228.24381	-10227.49376	-10229.81404	-10228.29006	0.080064004	1	0.220655361	1	0.080838027	1	-10228.14855	-10227.49376	-10228.29006	-10227.49376	2	1
GALGAL_R13056	68962952	68999473	nonoutlier	0.134715777	0.0001	0.135117	0.134657197	0.0001	0.134948	0.134483008	0.0509329	0.134721	-14931.42559	-14931.07594	-14931.27848	-14930.55231	-14930.80176	-14930.67846	0.403015641	1	0.228153171	1	0.619482203	1	-14931.07594	-14930.55231	-14930.67846	-14930.55231	2	0
GALGAL_R00296	69445071	69460521	nonoutlier	0.194967758	1.83155	0.194959	0.194967758	0.0001	0.19496	0.194967758	0.0001	0.19496	-3338.959889	-3338.960192	-3338.960033	-3338.959793	-3338.959906	-3338.959854	1	1	0.982520623	1	0.991863283	1	-3338.959889	-3338.959793	-3338.959854	-3338.959793	2	0
GALGAL_R13060	69524374	69553121	nonoutlier	0.077856912	0.0001	0.0781717	0.077683273	0.0473626	0.0778472	0.07753881	0.231751	0.0773307	-17346.86066	-17345.79779	-17340.42025	-17340.31393	-17342.55444	-17342.27194	0.144843001	1	0.644707577	1	0.452259054	1	-17345.79779	-17340.31393	-17342.27194	-17340.31393	2	0
GALGAL_R13149	71315738	71315929	nonoutlier	0	999	0.0001	0	0.0001	0.0001	0	157.289	0.0001	-317.994211	-317.636208	-317.340095	-317.56095	-317.560924	-317.560913	0.397457147	1	1	1	0.996257603	1	-317.636208	-317.340095	-317.560913	-317.340095	2	0
GALGAL_R13107	71436611	71439763	nonoutlier	0.008517637	8.65023	0.00853181	0.008567208	0.0001	0.00863858	0.008566886	0.0001	0.00858033	-10118.32756	-10118.328	-10112.11349	-10111.89592	-10117.81601	-10117.65836	1	1	0.509477546	1	0.574436249	1	-10118.32756	-10111.89592	-10117.65836	-10111.89592	2	0
GALGAL_R00592	72818422	72824172	nonoutlier	0.123776626	0.0001	0.123929	0.122789094	999	0.121955	0.123776626	121.479	0.123745	-5286.192335	-5286.156529	-5283.113432	-5281.927213	-5286.192555	-5286.192238	0.789004009	1	0.123494053	1	0.979911903	1	-5286.156529	-5281.927213	-5286.192238	-5281.927213	2	1
GALGAL_R13062	72840337	72858776	nonoutlier	0.045689918	0.0001	0.0456471	0.046120734	0.0001	0.0466895	0.045689918	0.281804	0.0456466	-3928.794307	-3928.794275	-3919.722142	-3919.175302	-3928.793317	-3928.79375	0.993616992	1	0.295657276	1	1	1	-3928.794275	-3919.175302	-3928.793317	-3919.175302	2	0
GALGAL_R13064	73038569	73050256	nonoutlier	0.188381743	0.334269	0.188068	0.187584752	0.789459	0.186248	0.188116575	999	0.186626	-8259.943219	-8259.89816	-8255.106322	-8254.391882	-8262.156972	-8261.01736	0.764027197	1	0.23194731	1	0.131117463	1	-8259.89816	-8254.391882	-8261.01736	-8254.391882	2	0
GALGAL_R13145	73095726	73100272	nonoutlier	0.134949845	0.0001	0.134911	0.134877679	0.0001	0.135426	0.134949845	24.5287	0.134918	-2710.63996	-2710.639872	-2710.300445	-2710.021718	-2710.640094	-2710.640189	0.989415176	1	0.455287887	1	1	1	-2710.639872	-2710.021718	-2710.640094	-2710.021718	2	0
GALGAL_R00300	74015279	74070034	nonoutlier	0.06497746	9.68744	0.0649498	0.065004406	1.80358	0.0649507	0.064970727	2.27848	0.0649506	-6470.882765	-6470.888411	-6470.774539	-6470.887966	-6470.886633	-6470.888194	1	1	1	1	1	1	-6470.882765	-6470.774539	-6470.886633	-6470.774539	2	0
GALGAL_R12740	74528418	74539587	nonoutlier	0.276802069	3.56112	0.27677	0.276802069	14.5962	0.276768	0.276802069	1.46461	0.27677	-3410.059111	-3410.059336	-3410.058865	-3410.05874	-3410.058922	-3410.058887	1	1	0.987384863	1	0.993324497	1	-3410.059111	-3410.05874	-3410.058887	-3410.05874	2	1
GALGAL_R17722	75460691	75462985	nonoutlier	0.304753479	0.0001	0.304754	0.30524028	0.0001	0.30657	0.304722066	243.1	0.303619	-10167.43871	-10167.43812	-10166.01752	-10164.61313	-10167.37955	-10166.97963	0.972736793	1	0.093749764	1	0.371142407	1	-10167.43812	-10164.61313	-10166.97963	-10164.61313	2	0
GALGAL_R12618	75551597	75553128	nonoutlier	0.040191007	0.0001	0.0405725	0.040910923	0.0001	0.0413497	0.040005273	7.31534	0.0399808	-1249.195609	-1249.066936	-1245.784408	-1245.63684	-1249.704385	-1249.704353	0.611949379	1	0.586947904	1	0.993616992	1	-1249.066936	-1245.63684	-1249.704353	-1245.63684	2	0
GALGAL_R00376	75574535	75582608	nonoutlier	0.15530303	0.0001	0.155286	0.1535918	0.532185	0.151861	0.15530303	0.346997	0.155286	-2021.426557	-2021.426519	-2018.867224	-2018.614327	-2021.426648	-2021.426654	0.993044292	1	0.476965292	1	1	1	-2021.426519	-2018.614327	-2021.426648	-2018.614327	2	0
GALGAL_R00597	75756914	75959504	nonoutlier	0.127107062	0.0001	0.127057	0.127107062	0.0001	0.127058	0.127107062	2.337	0.127058	-1912.493427	-1912.493394	-1912.493185	-1912.493065	-1912.493425	-1912.493496	0.993518026	1	0.98763972	1	1	1	-1912.493394	-1912.493065	-1912.493425	-1912.493065	2	0
GALGAL_R00599	76145971	76146594	nonoutlier	0.30137776	0.0001	0.302216	0.301587302	0.55803	0.300546	0.30137776	999	0.300297	-3323.711327	-3323.605523	-3320.171571	-3320.092166	-3323.71144	-3323.635979	0.645509979	1	0.690254492	1	0.697655815	1	-3323.605523	-3320.092166	-3323.635979	-3320.092166	2	0
GALGAL_R00600	76162761	76163447	nonoutlier	0.318188939	0.0001	0.318163	0.317960784	0.622219	0.317107	0.318188939	0.0001	0.318162	-3926.011516	-3926.011215	-3922.925151	-3922.839606	-3926.011488	-3926.011109	0.980425317	1	0.679144902	1	0.978035577	1	-3926.011215	-3922.839606	-3926.011109	-3922.839606	2	0
GALGAL_R00602	76989488	76992568	nonoutlier	0.264651323	3.89114	0.264676	0.265238653	0.0001	0.267892	0.264651323	509.997	0.264675	-1798.026961	-1798.026953	-1798.007591	-1797.7161	-1798.027005	-1798.026863	0.99680847	1	0.44514584	1	0.986554447	1	-1798.026953	-1797.7161	-1798.026863	-1797.7161	2	0
GALGAL_R12797	78070701	78072104	nonoutlier	0.066320677	0.0001	0.0665271	0.066462112	0.0001	0.0670487	0.066259142	104.64	0.0658996	-4680.458893	-4680.255078	-4678.403518	-4677.621519	-4680.520805	-4680.329218	0.523174881	1	0.211080795	1	0.535909441	1	-4680.255078	-4677.621519	-4680.329218	-4677.621519	2	0
GALGAL_R12743	78082898	78094789	nonoutlier	0.148964301	0.0001	0.150422	0.148945546	0.0001	0.149701	0.148945546	0.0001	0.150004	-7387.079148	-7385.758186	-7386.410732	-7385.484438	-7387.218339	-7386.389172	0.104077432	1	0.173482694	1	0.197828414	1	-7385.758186	-7385.484438	-7386.389172	-7385.484438	2	0
GALGAL_R13073	78461912	78463864	nonoutlier	0.271890706	73.0719	0.271909	0.270505238	0.791042	0.26734	0.271890706	0.0001	0.271909	-1881.173313	-1881.173297	-1876.522233	-1876.224748	-1881.173265	-1881.173221	0.995486507	1	0.44050366	1	0.992515289	1	-1881.173297	-1876.224748	-1881.173221	-1876.224748	2	0
GALGAL_R00608	78733079	78780767	nonoutlier	0.440814595	0.167481	0.444453	0.441649729	0.0001	0.444312	0.44047619	1.86619	0.440523	-12208.61087	-12207.9564	-12209.29316	-12207.91589	-12213.53453	-12213.53455	0.252588476	1	0.096978584	1	1	1	-12207.9564	-12207.91589	-12213.53453	-12207.91589	2	0
GALGAL_R00611	79447826	79501586	nonoutlier	0.075651566	1.81336	0.0756905	0.075804049	0.0001	0.0761253	0.075651566	0.0001	0.0756897	-3632.123101	-3632.123364	-3631.699777	-3631.491355	-3632.123268	-3632.123231	1	1	0.518516043	1	0.993136422	1	-3632.123101	-3631.491355	-3632.123231	-3631.491355	2	0
GALGAL_R13080	80234560	80333218	nonoutlier	0.144124847	21.3034	0.144148	0.144802867	0.0001	0.145885	0.144124847	0.0001	0.144148	-5684.770621	-5684.771639	-5680.932949	-5679.933876	-5684.770767	-5684.770606	1	1	0.157491743	1	0.985683242	1	-5684.770621	-5679.933876	-5684.770606	-5679.933876	2	0
GALGAL_R00309	80726232	80731319	nonoutlier	0.03690834	0.0001	0.0369451	0.037071974	0.0001	0.0372561	0.037030057	0.0001	0.037202	-2965.034108	-2965.034004	-2961.716014	-2961.607564	-2964.405996	-2964.312063	0.988493144	1	0.641412183	1	0.664698694	1	-2965.034004	-2961.607564	-2964.312063	-2961.607564	2	0
GALGAL_R12747	81562859	81626517	nonoutlier	0.091285081	0.269598	0.0908741	0.091324875	0.110016	0.0912802	0.091471954	0.10844	0.0914223	-13649.55064	-13649.19271	-13646.78398	-13646.77331	-13651.84384	-13651.84287	0.397507249	1	0.883845715	1	0.96501327	1	-13649.19271	-13646.77331	-13651.84287	-13646.77331	2	0
GALGAL_R13085	81926489	81936730	nonoutlier	0.229285574	999	0.22849	0.230323388	0.0001	0.231505	0.229900899	0.0001	0.230812	-7224.303804	-7223.894189	-7223.23281	-7222.954906	-7224.092257	-7223.821594	0.365405392	1	0.455954211	1	0.461883708	1	-7223.894189	-7222.954906	-7223.821594	-7222.954906	2	0
GALGAL_R13087	82689167	82694554	nonoutlier	0.245952946	0.0574597	0.245955	0.245952946	0.0001	0.247725	0.245952946	4.78879	0.24594	-662.435871	-662.435848	-662.435753	-662.431244	-662.435901	-662.435917	0.994588525	1	0.924344096	1	1	1	-662.435848	-662.431244	-662.435901	-662.431244	2	0
GALGAL_R13088	82703648	82710638	nonoutlier	0.261728395	999	0.257039	0.267189097	0.0001	0.27328	0.257978546	999	0.253182	-1170.102691	-1169.239001	-1163.871019	-1162.881963	-1169.746079	-1169.055122	0.188745842	1	0.159589445	1	0.239775392	1	-1169.239001	-1162.881963	-1169.055122	-1162.881963	2	0
GALGAL_R00619	83472239	83477481	nonoutlier	0.109587252	7.94073	0.109562	0.109811099	999	0.108476	0.109587252	0.000100006	0.109563	-3571.329376	-3571.329344	-3570.31129	-3568.905384	-3571.329408	-3571.329406	0.993616992	1	0.09357263	1	0.998404232	1	-3571.329344	-3568.905384	-3571.329406	-3568.905384	2	1
GALGAL_R00312	83495710	83501476	nonoutlier	0.10927172	12.9902	0.109251	0.10927172	999	0.108102	0.10927172	0.0001	0.109251	-2545.756026	-2545.756181	-2545.755471	-2545.344101	-2545.755752	-2545.755594	1	1	0.36438027	1	0.985817241	1	-2545.756026	-2545.344101	-2545.755594	-2545.344101	2	1
GALGAL_R00623	84469360	84473090	nonoutlier	0.255832502	6.63813	0.25584	0.253897698	999	0.252476	0.255832502	6.25816	0.25584	-2819.671415	-2819.671266	-2819.044526	-2818.554465	-2819.671286	-2819.67167	0.986227061	1	0.322168688	1	1	1	-2819.671266	-2818.554465	-2819.671286	-2818.554465	2	1
GALGAL_R13089	84632060	84716464	nonoutlier	0.036987252	0.0001	0.037045	0.037130655	12.2608	0.0369457	0.03696321	0.0001	0.0369912	-4538.050157	-4537.951004	-4536.726178	-4538.243389	-4538.230812	-4538.192733	0.656091682	1	1	1	0.782573113	1	-4537.951004	-4536.726178	-4538.192733	-4536.726178	2	1
GALGAL_R00313	85033021	85044993	nonoutlier	0.278276799	4.85228	0.278252	0.280269192	0.0001	0.283719	0.276521223	0.364415	0.275764	-1706.034619	-1706.034677	-1703.04231	-1702.204761	-1703.614096	-1703.596208	1	1	0.195577088	1	0.849978823	1	-1706.034619	-1702.204761	-1703.596208	-1702.204761	2	0
GALGAL_R13092	85169861	85173408	nonoutlier	0.035034644	0.0001	0.0350183	0.035087719	3.0501	0.0337682	0.035034644	1.71091	0.0350181	-2101.360185	-2101.360162	-2101.272938	-2100.07291	-2101.360354	-2101.360387	0.994588525	1	0.121330907	1	1	1	-2101.360162	-2100.07291	-2101.360354	-2100.07291	2	0
GALGAL_R13093	85175505	85192432	nonoutlier	0.09855881	0.0001	0.0985871	0.098621853	0.0001	0.0987562	0.098662013	0.0001	0.0987953	-7566.861298	-7566.861146	-7566.705181	-7566.547232	-7566.800103	-7566.762353	0.986089112	1	0.574083288	1	0.783490925	1	-7566.861146	-7566.547232	-7566.762353	-7566.547232	2	0
GALGAL_R00626	85197821	85217968	nonoutlier	0.063770565	11.3276	0.0637171	0.064000799	0.0001	0.0647709	0.063716726	0.0001	0.0637172	-3910.045224	-3910.394205	-3906.885653	-3906.075263	-3910.393427	-3910.393282	1	1	0.202983062	1	0.986413172	1	-3910.045224	-3906.075263	-3910.393282	-3906.075263	2	0
GALGAL_R00627	85479646	85501393	nonoutlier	0.076339789	0.0001	0.0765037	0.077118293	0.0001	0.0784884	0.076249936	110.898	0.0762257	-5746.230659	-5745.972263	-5740.307007	-5738.674617	-5746.567226	-5746.567734	0.472213341	1	0.070782516	1	1	1	-5745.972263	-5738.674617	-5746.567226	-5738.674617	2	0
GALGAL_R13095	85503691	85507276	nonoutlier	0.337211865	999	0.334786	0.337431694	999	0.335333	0.338187274	5.26476	0.33819	-2116.378393	-2115.99322	-2115.864214	-2115.514692	-2116.462114	-2116.462241	0.380110036	1	0.403105111	1	1	1	-2115.99322	-2115.514692	-2116.462114	-2115.514692	2	1
GALGAL_R00628	85516532	85522992	nonoutlier	0.208899772	449.89	0.208138	0.210075481	0.0001	0.211821	0.208899772	999	0.208158	-8280.437476	-8280.083942	-8278.69227	-8276.707137	-8280.329119	-8280.008713	0.400418887	1	0.046310456	1	0.423416913	1	-8280.083942	-8276.707137	-8280.008713	-8276.707137	2	0
GALGAL_R00629	85644273	85648073	nonoutlier	0.079438059	0.165126	0.0790826	0.080051104	0.0001	0.0808819	0.079771562	0.0001	0.0799854	-3987.125693	-3986.998453	-3987.564433	-3986.633869	-3989.591999	-3989.541029	0.613938089	1	0.172494669	1	0.749513863	1	-3986.998453	-3986.633869	-3989.541029	-3986.633869	2	0
GALGAL_R00631	85728248	85734164	nonoutlier	0.066035963	2.80806	0.0660306	0.066624566	0.0001	0.067479	0.066035963	999	0.0649894	-3505.62114	-3505.621606	-3503.82191	-3503.211492	-3505.620816	-3505.242489	1	1	0.269196649	1	0.384377677	1	-3505.62114	-3503.211492	-3505.242489	-3503.211492	2	0
GALGAL_R12787	87267761	87345263	nonoutlier	0.014591066	1.64719	0.0145908	0.014688829	0.0001	0.0148142	0.014587954	1.88853	0.0145907	-2637.896571	-2637.898846	-2634.437225	-2634.3193	-2637.898562	-2637.898952	1	1	0.627219664	1	1	1	-2637.896571	-2634.3193	-2637.898562	-2634.3193	2	0
GALGAL_R13121	88059210	88061739	nonoutlier	0.584690554	0.555951	0.584825	0.584120248	0.648623	0.583899	0.58471996	1.08794	0.58323	-10605.47062	-10605.47017	-10605.26136	-10605.2594	-10606.14823	-10606.09015	0.976067053	1	0.950000889	1	0.733232767	1	-10605.47017	-10605.2594	-10606.09015	-10605.2594	2	0
GALGAL_R00633	88143259	88164356	nonoutlier	0.070717894	0.0001	0.0711261	0.070829022	0.0001	0.0714055	0.070848341	0.0001	0.0714034	-7063.605551	-7062.945591	-7060.855806	-7059.630987	-7062.159194	-7061.010822	0.250606409	1	0.117551975	1	0.129645517	1	-7062.945591	-7059.630987	-7061.010822	-7059.630987	2	0
GALGAL_R00336	88166863	88170442	nonoutlier	0.153006377	0.233918	0.152179	0.15538404	0.0318304	0.16421	0.15093215	999	0.147324	-2331.034287	-2331.024226	-2328.726381	-2327.615777	-2329.546952	-2329.146039	0.887196881	1	0.136126512	1	0.370547986	1	-2331.024226	-2327.615777	-2329.146039	-2327.615777	2	0
GALGAL_R13104	88392466	88448721	nonoutlier	0.083539774	0.089076	0.083511	0.084272382	0.0001	0.0853606	0.083757043	0.0001	0.0840658	-8996.347026	-8996.345482	-8992.954908	-8991.022555	-9000.481032	-9000.003879	0.955684543	1	0.049311832	1	0.328625659	1	-8996.345482	-8991.022555	-9000.003879	-8991.022555	2	0
GALGAL_R12851	89092169	89113703	nonoutlier	0.084512505	0.0001	0.0845163	0.085620796	0.0001	0.0876179	0.086125657	0.0001	0.0873409	-892.805223	-892.805176	-890.946109	-890.119432	-891.498815	-890.96266	0.992264343	1	0.198503048	1	0.300424254	1	-892.805176	-890.119432	-890.96266	-890.119432	2	0
GALGAL_R12839	89124079	89167789	nonoutlier	0.562273277	1.25961	0.560803	0.56316764	0.339938	0.564421	0.563510722	0.13	0.567528	-43616.51657	-43616.13361	-43615.1492	-43614.89166	-43618.63818	-43616.69903	0.381480335	1	0.472947993	1	0.04891412	1	-43616.13361	-43614.89166	-43616.69903	-43614.89166	2	0
GALGAL_R12786	89215667	89223854	nonoutlier	0.029592434	0.0901679	0.0291124	0.029547553	0.089428	0.0292362	0.029430273	999	0.0291938	-5595.105069	-5594.704159	-5594.673179	-5594.36327	-5597.518122	-5597.410288	0.370549776	1	0.431114926	1	0.642360697	1	-5594.704159	-5594.36327	-5597.410288	-5594.36327	2	0
GALGAL_R13133	89239350	89240065	nonoutlier	0.084064211	1.05479	0.0840578	0.084851738	0.0001	0.0866551	0.084064211	0.0001	0.084058	-1733.805372	-1733.805475	-1732.527178	-1731.452971	-1733.805316	-1733.805248	1	1	0.14271725	1	0.990695358	1	-1733.805372	-1731.452971	-1733.805248	-1731.452971	2	0
GALGAL_R12666	89250043	89251887	nonoutlier	0.11334002	9.57238	0.11331	0.115423902	0.0001	0.11856	0.113533551	0.0001	0.11472	-999.723178	-999.72347	-997.104254	-996.642675	-999.690275	-999.480411	1	1	0.336647149	1	0.517072798	1	-999.723178	-996.642675	-999.480411	-996.642675	2	0
GALGAL_R00317	89260772	89283355	nonoutlier	0.261477135	821.382	0.260269	0.261548822	0.203761	0.262063	0.261616433	0.120095	0.26272	-16235.52107	-16235.26972	-16227.32935	-16227.26286	-16233.20585	-16232.91583	0.478312661	1	0.715366158	1	0.446303698	1	-16235.26972	-16227.26286	-16232.91583	-16227.26286	2	0
GALGAL_R12585	89391708	89393972	nonoutlier	0.104758371	4.76387	0.10477	0.105667434	0.0001	0.106993	0.104334605	999	0.101708	-2498.050688	-2498.050779	-2496.207875	-2495.157633	-2497.10156	-2495.480182	1	1	0.14725252	1	0.071739866	1	-2498.050688	-2495.157633	-2495.480182	-2495.157633	2	0
GALGAL_R13136	90161979	90211544	nonoutlier	0.088459216	0.0001	0.0884626	0.090227749	0.0001	0.0916026	0.088563467	0.0001	0.0902024	-774.975082	-774.975065	-773.361836	-773.096322	-774.970369	-774.845721	0.9953476	1	0.466174987	1	0.617571222	1	-774.975065	-773.096322	-774.845721	-773.096322	2	0
GALGAL_R12925	48273	51408	nonoutlier	0.05	0.0001	0.0500033	0.05	6.49185	0.0500032	0.05	0.0001	0.0500033	-2644.820258	-2644.820237	-2644.820269	-2644.820407	-2644.81981	-2644.819727	0.994829153	1	1	1	0.989720261	1	-2644.820237	-2644.820269	-2644.819727	-2644.819727	3	0
GALGAL_R00455	66495	74026	nonoutlier	0.080078291	0.0001	0.0802277	0.07996261	49.7276	0.0799436	0.080091923	0.0001	0.0806231	-8408.23421	-8407.952535	-8408.794575	-8408.796137	-8406.805241	-8405.965011	0.452913617	1	1	1	0.194863341	1	-8407.952535	-8408.794575	-8405.965011	-8405.965011	3	0
GALGAL_R12922	100623	106220	nonoutlier	0.103313204	0.0001	0.103321	0.103313204	321.999	0.10332	0.10331742	5.05111	0.10332	-2028.072763	-2028.072742	-2028.072704	-2028.072412	-2028.072388	-2028.072364	0.994829153	1	0.980720125	1	0.994472138	1	-2028.072742	-2028.072412	-2028.072364	-2028.072364	3	0
