"Gene","clade","Chromosome","ws","we","wstart","outlier"
43957,"Columbea","chr4",50880000,50890000,0,TRUE
43958,"Columbea","chr4",50890000,50900000,464,TRUE
43959,"Columbea","chr4",50900000,50910000,816,TRUE
43960,"Columbea","chr4",50910000,50920000,1000,TRUE
43961,"Columbea","chr4",50920000,50930000,583,TRUE
43962,"Columbea","chr4",50930000,50940000,745,TRUE
43963,"Columbea","chr4",50940000,50950000,649,TRUE
43964,"Columbea","chr4",50950000,50960000,1000,TRUE
43965,"Columbea","chr4",50960000,50970000,672,TRUE
43966,"Columbea","chr4",50970000,50980000,850,TRUE
43967,"Columbea","chr4",50980000,50990000,814,TRUE
43968,"Columbea","chr4",51000000,51010000,74,TRUE
43971,"Columbea","chr4",51020000,51030000,1,TRUE
43972,"Columbea","chr4",51030000,51040000,798,TRUE
43973,"Columbea","chr4",51070000,51080000,596,TRUE
43974,"Columbea","chr4",51080000,51090000,940,TRUE
43976,"Columbea","chr4",51110000,51120000,0,TRUE
43977,"Columbea","chr4",51150000,51160000,397,TRUE
43978,"Columbea","chr4",51160000,51170000,179,TRUE
43979,"Columbea","chr4",51170000,51180000,0,TRUE
43981,"Columbea","chr4",51200000,51210000,0,TRUE
43985,"Columbea","chr4",51240000,51250000,999,TRUE
43986,"Columbea","chr4",51250000,51260000,1,TRUE
43987,"Columbea","chr4",51260000,51270000,85,TRUE
43988,"Columbea","chr4",51270000,51280000,208,TRUE
43990,"Columbea","chr4",51290000,51300000,565,TRUE
43991,"Columbea","chr4",51300000,51310000,999,TRUE
43992,"Columbea","chr4",51310000,51320000,999,TRUE
43993,"Columbea","chr4",51320000,51330000,718,TRUE
43996,"Columbea","chr4",51350000,51360000,954,TRUE
43997,"Columbea","chr4",51360000,51370000,241,TRUE
43998,"Columbea","chr4",51370000,51380000,680,TRUE
43999,"Columbea","chr4",51380000,51390000,421,TRUE
44000,"Columbea","chr4",51390000,51400000,996,TRUE
44001,"Columbea","chr4",51400000,51410000,769,TRUE
44002,"Columbea","chr4",51410000,51420000,437,TRUE
44003,"Columbea","chr4",51420000,51430000,934,TRUE
44004,"Columbea","chr4",51430000,51440000,572,TRUE
44005,"Columbea","chr4",51440000,51450000,832,TRUE
44006,"Columbea","chr4",51450000,51460000,38,TRUE
44007,"Columbea","chr4",51460000,51470000,0,TRUE
44008,"Columbea","chr4",51470000,51480000,0,TRUE
44009,"Columbea","chr4",51480000,51490000,128,TRUE
44010,"Columbea","chr4",51490000,51500000,997,TRUE
44011,"Columbea","chr4",51500000,51510000,23,TRUE
44012,"Columbea","chr4",51510000,51520000,719,TRUE
44013,"Columbea","chr4",51520000,51530000,1,TRUE
44014,"Columbea","chr4",51530000,51540000,705,TRUE
44015,"Columbea","chr4",51540000,51550000,616,TRUE
44016,"Columbea","chr4",51550000,51560000,1,TRUE
44017,"Columbea","chr4",51560000,51570000,686,TRUE
44018,"Columbea","chr4",51570000,51580000,144,TRUE
44019,"Columbea","chr4",51580000,51590000,987,TRUE
44020,"Columbea","chr4",51590000,51600000,1,TRUE
44021,"Columbea","chr4",51600000,51610000,881,TRUE
44022,"Columbea","chr4",51610000,51620000,985,TRUE
44023,"Columbea","chr4",51620000,51630000,927,TRUE
44024,"Columbea","chr4",51630000,51640000,523,TRUE
44025,"Columbea","chr4",51640000,51650000,67,TRUE
44026,"Columbea","chr4",51650000,51660000,908,TRUE
44027,"Columbea","chr4",51660000,51670000,960,TRUE
44028,"Columbea","chr4",51670000,51680000,1,TRUE
44029,"Columbea","chr4",51680000,51690000,303,TRUE
44030,"Columbea","chr4",51690000,51700000,922,TRUE
44031,"Columbea","chr4",51700000,51710000,430,TRUE
44032,"Columbea","chr4",51710000,51720000,0,TRUE
44033,"Columbea","chr4",51720000,51730000,82,TRUE
44034,"Columbea","chr4",51730000,51740000,5,TRUE
44035,"Columbea","chr4",51740000,51750000,657,TRUE
44036,"Columbea","chr4",51750000,51760000,66,TRUE
44037,"Columbea","chr4",51760000,51770000,888,TRUE
44038,"Columbea","chr4",51770000,51780000,289,TRUE
44039,"Columbea","chr4",51780000,51790000,84,TRUE
44040,"Columbea","chr4",51790000,51800000,168,TRUE
44041,"Columbea","chr4",51800000,51810000,160,TRUE
44043,"Columbea","chr4",51810000,51820000,3,TRUE
44044,"Columbea","chr4",51820000,51830000,1,TRUE
44045,"Columbea","chr4",51830000,51840000,0,TRUE
44046,"Columbea","chr4",51840000,51850000,483,TRUE
44047,"Columbea","chr4",51850000,51860000,721,TRUE
44048,"Columbea","chr4",51860000,51870000,200,TRUE
44049,"Columbea","chr4",51870000,51880000,369,TRUE
44050,"Columbea","chr4",51880000,51890000,127,TRUE
44051,"Columbea","chr4",51890000,51900000,820,TRUE
44052,"Columbea","chr4",51900000,51910000,1000,TRUE
44053,"Columbea","chr4",51910000,51920000,787,TRUE
44054,"Columbea","chr4",51920000,51930000,81,TRUE
44056,"Columbea","chr4",52070000,52080000,2,TRUE
44057,"Columbea","chr4",52080000,52090000,714,TRUE
44059,"Columbea","chr4",52100000,52110000,880,TRUE
44060,"Columbea","chr4",52110000,52120000,526,TRUE
44061,"Columbea","chr4",52120000,52130000,974,TRUE
44062,"Columbea","chr4",52130000,52140000,665,TRUE
44063,"Columbea","chr4",52140000,52150000,0,TRUE
44064,"Columbea","chr4",52150000,52160000,1000,TRUE
44065,"Columbea","chr4",52160000,52170000,633,TRUE
44066,"Columbea","chr4",52170000,52180000,854,TRUE
44067,"Columbea","chr4",52180000,52190000,132,TRUE
44068,"Columbea","chr4",52190000,52200000,891,TRUE
44069,"Columbea","chr4",52200000,52210000,0,TRUE
44070,"Columbea","chr4",52210000,52220000,357,TRUE
44071,"Columbea","chr4",52220000,52230000,0,TRUE
44072,"Columbea","chr4",52240000,52250000,251,TRUE
44073,"Columbea","chr4",52250000,52260000,604,TRUE
44074,"Columbea","chr4",52260000,52270000,1000,TRUE
44075,"Columbea","chr4",52270000,52280000,1,TRUE
44076,"Columbea","chr4",52280000,52290000,329,TRUE
44077,"Columbea","chr4",52290000,52300000,151,TRUE
44078,"Columbea","chr4",52330000,52340000,937,TRUE
44079,"Columbea","chr4",52340000,52350000,472,TRUE
44080,"Columbea","chr4",52350000,52360000,1,TRUE
44081,"Columbea","chr4",52360000,52370000,972,TRUE
44082,"Columbea","chr4",52370000,52380000,293,TRUE
44083,"Columbea","chr4",52380000,52390000,672,TRUE
44084,"Columbea","chr4",52390000,52400000,729,TRUE
44085,"Columbea","chr4",52400000,52410000,1,TRUE
44087,"Columbea","chr4",52410000,52420000,918,TRUE
44088,"Columbea","chr4",52420000,52430000,859,TRUE
44089,"Columbea","chr4",52430000,52440000,77,TRUE
44091,"Columbea","chr4",52460000,52470000,39,TRUE
44093,"Columbea","chr4",52480000,52490000,1000,TRUE
44094,"Columbea","chr4",52490000,52500000,573,TRUE
44097,"Columbea","chr4",52510000,52520000,911,TRUE
44098,"Columbea","chr4",52520000,52530000,598,TRUE
44099,"Columbea","chr4",52530000,52540000,157,TRUE
44100,"Columbea","chr4",52540000,52550000,999,TRUE
44101,"Columbea","chr4",52550000,52560000,471,TRUE
44102,"Columbea","chr4",52560000,52570000,7,TRUE
44103,"Columbea","chr4",52570000,52580000,308,TRUE
44104,"Columbea","chr4",52580000,52590000,1,TRUE
44105,"Columbea","chr4",52590000,52600000,949,TRUE
44109,"Columbea","chr4",52620000,52630000,999,TRUE
44111,"Columbea","chr4",52640000,52650000,475,TRUE
44112,"Columbea","chr4",52650000,52660000,80,TRUE
44113,"Columbea","chr4",52660000,52670000,101,TRUE
44115,"Columbea","chr4",52680000,52690000,999,TRUE
44116,"Columbea","chr4",52690000,52700000,869,TRUE
44117,"Columbea","chr4",52700000,52710000,1,TRUE
44119,"Columbea","chr4",52710000,52720000,222,TRUE
44120,"Columbea","chr4",52720000,52730000,229,TRUE
44121,"Columbea","chr4",52730000,52740000,262,TRUE
44122,"Columbea","chr4",52740000,52750000,945,TRUE
44123,"Columbea","chr4",52750000,52760000,698,TRUE
44124,"Columbea","chr4",52760000,52770000,999,TRUE
44125,"Columbea","chr4",52770000,52780000,965,TRUE
44130,"Columbea","chr4",53020000,53030000,439,TRUE
44131,"Columbea","chr4",53030000,53040000,911,TRUE
44132,"Columbea","chr4",53040000,53050000,1000,TRUE
44133,"Columbea","chr4",53060000,53070000,497,TRUE
44134,"Columbea","chr4",53070000,53080000,384,TRUE
44135,"Columbea","chr4",53080000,53090000,452,TRUE
44136,"Columbea","chr4",53090000,53100000,1,TRUE
44138,"Columbea","chr4",53110000,53120000,565,TRUE
44139,"Columbea","chr4",53120000,53130000,591,TRUE
44140,"Columbea","chr4",53130000,53140000,751,TRUE
44142,"Columbea","chr4",53260000,53270000,861,TRUE
44143,"Columbea","chr4",53270000,53280000,187,TRUE
44145,"Columbea","chr4",53290000,53300000,793,TRUE
44147,"Columbea","chr4",53370000,53380000,529,TRUE
44148,"Columbea","chr4",53380000,53390000,1000,TRUE
44149,"Columbea","chr4",53390000,53400000,513,TRUE
44152,"Columbea","chr4",53430000,53440000,464,TRUE
44153,"Columbea","chr4",53440000,53450000,974,TRUE
44154,"Columbea","chr4",53450000,53460000,574,TRUE
44155,"Columbea","chr4",53460000,53470000,909,TRUE
44156,"Columbea","chr4",53470000,53480000,999,TRUE
44157,"Columbea","chr4",53480000,53490000,0,TRUE
44159,"Columbea","chr4",53510000,53520000,0,TRUE
44160,"Columbea","chr4",53520000,53530000,648,TRUE
44161,"Columbea","chr4",53530000,53540000,455,TRUE
44162,"Columbea","chr4",53540000,53550000,679,TRUE
44163,"Columbea","chr4",53550000,53560000,1,TRUE
44164,"Columbea","chr4",53560000,53570000,997,TRUE
44165,"Columbea","chr4",53590000,53600000,781,TRUE
44166,"Columbea","chr4",53600000,53610000,542,TRUE
44168,"Columbea","chr4",53610000,53620000,935,TRUE
44169,"Columbea","chr4",53630000,53640000,997,TRUE
44172,"Columbea","chr4",53730000,53740000,0,TRUE
44173,"Columbea","chr4",53740000,53750000,862,TRUE
44174,"Columbea","chr4",53750000,53760000,918,TRUE
44175,"Columbea","chr4",53760000,53770000,493,TRUE
44176,"Columbea","chr4",53770000,53780000,690,TRUE
44177,"Columbea","chr4",53780000,53790000,931,TRUE
44178,"Columbea","chr4",53790000,53800000,240,TRUE
44179,"Columbea","chr4",53800000,53810000,747,TRUE
44181,"Columbea","chr4",53810000,53820000,1,TRUE
44182,"Columbea","chr4",53820000,53830000,226,TRUE
44183,"Columbea","chr4",53830000,53840000,1000,TRUE
44184,"Columbea","chr4",53840000,53850000,23,TRUE
44186,"Columbea","chr4",53860000,53870000,783,TRUE
44187,"Columbea","chr4",53870000,53880000,713,TRUE
44188,"Columbea","chr4",53880000,53890000,47,TRUE
44189,"Columbea","chr4",53890000,53900000,0,TRUE
44190,"Columbea","chr4",53900000,53910000,999,TRUE
44193,"Columbea","chr4",53920000,53930000,999,TRUE
44194,"Columbea","chr4",53930000,53940000,255,TRUE
44195,"Columbea","chr4",53940000,53950000,803,TRUE
44196,"Columbea","chr4",53950000,53960000,0,TRUE
44197,"Columbea","chr4",53960000,53970000,886,TRUE
44199,"Columbea","chr4",53980000,53990000,569,TRUE
44200,"Columbea","chr4",53990000,54000000,1,TRUE
44201,"Columbea","chr4",54000000,54010000,823,TRUE
44204,"Columbea","chr4",54010000,54020000,448,TRUE
44205,"Columbea","chr4",54030000,54040000,0,TRUE
44206,"Columbea","chr4",54040000,54050000,1000,TRUE
44207,"Columbea","chr4",54050000,54060000,556,TRUE
44208,"Columbea","chr4",54060000,54070000,0,TRUE
44210,"Columbea","chr4",54130000,54140000,14,TRUE
44212,"Columbea","chr4",54170000,54180000,871,TRUE
44213,"Columbea","chr4",54180000,54190000,16,TRUE
44214,"Columbea","chr4",54190000,54200000,933,TRUE
44216,"Columbea","chr4",54210000,54220000,157,TRUE
44217,"Columbea","chr4",54220000,54230000,552,TRUE
44218,"Columbea","chr4",54230000,54240000,1,TRUE
44220,"Columbea","chr4",54330000,54340000,578,TRUE
44223,"Columbea","chr4",54420000,54430000,375,TRUE
44224,"Columbea","chr4",54430000,54440000,0,TRUE
44225,"Columbea","chr4",54480000,54490000,491,TRUE
44226,"Columbea","chr4",54500000,54510000,765,TRUE
44229,"Columbea","chr4",54520000,54530000,483,TRUE
44230,"Columbea","chr4",54530000,54540000,21,TRUE
44231,"Columbea","chr4",54540000,54550000,1,TRUE
44232,"Columbea","chr4",54550000,54560000,770,TRUE
44233,"Columbea","chr4",54560000,54570000,1000,TRUE
44234,"Columbea","chr4",54570000,54580000,326,TRUE
44235,"Columbea","chr4",54580000,54590000,1000,TRUE
44236,"Columbea","chr4",54590000,54600000,856,TRUE
44237,"Columbea","chr4",54600000,54610000,546,TRUE
44239,"Columbea","chr4",54610000,54620000,263,TRUE
44240,"Columbea","chr4",54620000,54630000,0,TRUE
44241,"Columbea","chr4",54640000,54650000,999,TRUE
44242,"Columbea","chr4",54650000,54660000,0,TRUE
44243,"Columbea","chr4",54660000,54670000,674,TRUE
44244,"Columbea","chr4",54670000,54680000,0,TRUE
44245,"Columbea","chr4",54680000,54690000,0,TRUE
44246,"Columbea","chr4",54690000,54700000,43,TRUE
44247,"Columbea","chr4",54700000,54710000,718,TRUE
44249,"Columbea","chr4",54710000,54720000,814,TRUE
44250,"Columbea","chr4",54720000,54730000,36,TRUE
44251,"Columbea","chr4",54730000,54740000,707,TRUE
44252,"Columbea","chr4",54740000,54750000,900,TRUE
44253,"Columbea","chr4",54750000,54760000,998,TRUE
44254,"Columbea","chr4",54760000,54770000,961,TRUE
44255,"Columbea","chr4",54770000,54780000,249,TRUE
44256,"Columbea","chr4",54800000,54810000,0,TRUE
44258,"Columbea","chr4",54810000,54820000,254,TRUE
44259,"Columbea","chr4",54820000,54830000,616,TRUE
44260,"Columbea","chr4",54840000,54850000,143,TRUE
44261,"Columbea","chr4",54850000,54860000,48,TRUE
44262,"Columbea","chr4",54860000,54870000,581,TRUE
44263,"Columbea","chr4",54870000,54880000,533,TRUE
44264,"Columbea","chr4",54880000,54890000,894,TRUE
44265,"Columbea","chr4",54890000,54900000,828,TRUE
44266,"Columbea","chr4",54900000,54910000,999,TRUE
44268,"Columbea","chr4",54910000,54920000,797,TRUE
44269,"Columbea","chr4",54920000,54930000,10,TRUE
44270,"Columbea","chr4",54930000,54940000,999,TRUE
44272,"Columbea","chr4",54950000,54960000,255,TRUE
44273,"Columbea","chr4",54960000,54970000,3,TRUE
44274,"Columbea","chr4",54970000,54980000,0,TRUE
44275,"Columbea","chr4",54990000,55000000,633,TRUE
44276,"Columbea","chr4",55000000,55010000,635,TRUE
44279,"Columbea","chr4",55010000,55020000,358,TRUE
44280,"Columbea","chr4",55030000,55040000,839,TRUE
44282,"Columbea","chr4",55050000,55060000,985,TRUE
44283,"Columbea","chr4",55060000,55070000,914,TRUE
44284,"Columbea","chr4",55070000,55080000,0,TRUE
44286,"Columbea","chr4",55090000,55100000,773,TRUE
44287,"Columbea","chr4",55100000,55110000,167,TRUE
44289,"Columbea","chr4",55110000,55120000,352,TRUE
44291,"Columbea","chr4",55140000,55150000,537,TRUE
44293,"Columbea","chr4",55160000,55170000,0,TRUE
44294,"Columbea","chr4",55170000,55180000,217,TRUE
44295,"Columbea","chr4",55180000,55190000,70,TRUE
44296,"Columbea","chr4",55190000,55200000,2,TRUE
44297,"Columbea","chr4",55200000,55210000,25,TRUE
44299,"Columbea","chr4",55210000,55220000,0,TRUE
44300,"Columbea","chr4",55230000,55240000,431,TRUE
44301,"Columbea","chr4",55240000,55250000,564,TRUE
44302,"Columbea","chr4",55250000,55260000,114,TRUE
44303,"Columbea","chr4",55260000,55270000,16,TRUE
44304,"Columbea","chr4",55270000,55280000,524,TRUE
44305,"Columbea","chr4",55280000,55290000,990,TRUE
44307,"Columbea","chr4",55300000,55310000,776,TRUE
44309,"Columbea","chr4",55310000,55320000,920,TRUE
44310,"Columbea","chr4",55320000,55330000,395,TRUE
44311,"Columbea","chr4",55330000,55340000,0,TRUE
44312,"Columbea","chr4",55340000,55350000,681,TRUE
44313,"Columbea","chr4",55350000,55360000,3,TRUE
44314,"Columbea","chr4",55360000,55370000,0,TRUE
44315,"Columbea","chr4",55370000,55380000,1,TRUE
44316,"Columbea","chr4",55380000,55390000,999,TRUE
44317,"Columbea","chr4",55390000,55400000,924,TRUE
44318,"Columbea","chr4",55400000,55410000,0,TRUE
44320,"Columbea","chr4",55410000,55420000,223,TRUE
44321,"Columbea","chr4",55420000,55430000,20,TRUE
44322,"Columbea","chr4",55430000,55440000,1,TRUE
44323,"Columbea","chr4",55440000,55450000,938,TRUE
44324,"Columbea","chr4",55450000,55460000,654,TRUE
44325,"Columbea","chr4",55460000,55470000,632,TRUE
44326,"Columbea","chr4",55470000,55480000,69,TRUE
44327,"Columbea","chr4",55480000,55490000,494,TRUE
44328,"Columbea","chr4",55490000,55500000,830,TRUE
44330,"Columbea","chr4",55520000,55530000,453,TRUE
44331,"Columbea","chr4",55530000,55540000,627,TRUE
44333,"Columbea","chr4",55550000,55560000,1,TRUE
44334,"Columbea","chr4",55560000,55570000,981,TRUE
44335,"Columbea","chr4",55570000,55580000,971,TRUE
44336,"Columbea","chr4",55580000,55590000,999,TRUE
44337,"Columbea","chr4",55590000,55600000,181,TRUE
44340,"Columbea","chr4",55610000,55620000,844,TRUE
44341,"Columbea","chr4",55620000,55630000,923,TRUE
44342,"Columbea","chr4",55630000,55640000,208,TRUE
44343,"Columbea","chr4",55640000,55650000,240,TRUE
44344,"Columbea","chr4",55650000,55660000,503,TRUE
44345,"Columbea","chr4",55660000,55670000,819,TRUE
44346,"Columbea","chr4",55670000,55680000,129,TRUE
44347,"Columbea","chr4",55680000,55690000,448,TRUE
44348,"Columbea","chr4",55690000,55700000,632,TRUE
44349,"Columbea","chr4",55700000,55710000,661,TRUE
44351,"Columbea","chr4",55710000,55720000,143,TRUE
44353,"Columbea","chr4",55810000,55820000,0,TRUE
44355,"Columbea","chr4",55830000,55840000,634,TRUE
44356,"Columbea","chr4",55840000,55850000,709,TRUE
44358,"Columbea","chr4",55890000,55900000,1,TRUE
44361,"Columbea","chr4",55910000,55920000,697,TRUE
44362,"Columbea","chr4",55920000,55930000,95,TRUE
44363,"Columbea","chr4",55930000,55940000,190,TRUE
44364,"Columbea","chr4",55940000,55950000,0,TRUE
44365,"Columbea","chr4",55950000,55960000,0,TRUE
44366,"Columbea","chr4",55960000,55970000,67,TRUE
44367,"Columbea","chr4",55970000,55980000,907,TRUE
44368,"Columbea","chr4",55980000,55990000,610,TRUE
44369,"Columbea","chr4",55990000,56000000,1,TRUE
44370,"Columbea","chr4",56000000,56010000,999,TRUE
44373,"Columbea","chr4",56010000,56020000,830,TRUE
44374,"Columbea","chr4",56020000,56030000,803,TRUE
44375,"Columbea","chr4",56030000,56040000,0,TRUE
44376,"Columbea","chr4",56040000,56050000,957,TRUE
44377,"Columbea","chr4",56050000,56060000,131,TRUE
44380,"Columbea","chr4",56110000,56120000,190,TRUE
44381,"Columbea","chr4",56120000,56130000,1,TRUE
44383,"Columbea","chr4",56140000,56150000,541,TRUE
44384,"Columbea","chr4",56150000,56160000,992,TRUE
44385,"Columbea","chr4",56160000,56170000,724,TRUE
44386,"Columbea","chr4",56170000,56180000,571,TRUE
44387,"Columbea","chr4",56180000,56190000,1000,TRUE
44390,"Columbea","chr4",56220000,56230000,0,TRUE
44391,"Columbea","chr4",56230000,56240000,1000,TRUE
44392,"Columbea","chr4",56240000,56250000,191,TRUE
44393,"Columbea","chr4",56250000,56260000,898,TRUE
44395,"Columbea","chr4",56280000,56290000,949,TRUE
44396,"Columbea","chr4",56300000,56310000,871,TRUE
44398,"Columbea","chr4",56320000,56330000,9,TRUE
44399,"Columbea","chr4",56330000,56340000,999,TRUE
44401,"Columbea","chr4",56480000,56490000,693,TRUE
44402,"Columbea","chr4",56490000,56500000,883,TRUE
44403,"Columbea","chr4",56500000,56510000,170,TRUE
44405,"Columbea","chr4",56510000,56520000,326,TRUE
44406,"Columbea","chr4",56530000,56540000,0,TRUE
44407,"Columbea","chr4",56540000,56550000,85,TRUE
44408,"Columbea","chr4",56550000,56560000,765,TRUE
44409,"Columbea","chr4",56560000,56570000,13,TRUE
44410,"Columbea","chr4",56570000,56580000,461,TRUE
44411,"Columbea","chr4",56580000,56590000,667,TRUE
44412,"Columbea","chr4",56590000,56600000,831,TRUE
44413,"Columbea","chr4",56600000,56610000,8,TRUE
44415,"Columbea","chr4",56610000,56620000,527,TRUE
44416,"Columbea","chr4",56620000,56630000,511,TRUE
44417,"Columbea","chr4",56630000,56640000,904,TRUE
44419,"Columbea","chr4",56650000,56660000,591,TRUE
44420,"Columbea","chr4",56660000,56670000,65,TRUE
44421,"Columbea","chr4",56670000,56680000,675,TRUE
44424,"Columbea","chr4",56740000,56750000,1,TRUE
44425,"Columbea","chr4",56770000,56780000,888,TRUE
44426,"Columbea","chr4",56780000,56790000,0,TRUE
44427,"Columbea","chr4",56790000,56800000,592,TRUE
44428,"Columbea","chr4",56800000,56810000,984,TRUE
44430,"Columbea","chr4",56810000,56820000,255,TRUE
44700,"Columbea","chr4",60070000,60080000,539,FALSE
44706,"Columbea","chr4",60120000,60130000,736,FALSE
44943,"Columbea","chr4",63160000,63170000,721,FALSE
44956,"Columbea","chr4",63280000,63290000,956,FALSE
45046,"Columbea","chr4",64290000,64300000,0,FALSE
45094,"Columbea","chr4",64980000,64990000,569,FALSE
45142,"Columbea","chr4",65570000,65580000,847,FALSE
45204,"Columbea","chr4",66590000,66600000,599,FALSE
45254,"Columbea","chr4",67120000,67130000,35,FALSE
45384,"Columbea","chr4",69040000,69050000,0,FALSE
45442,"Columbea","chr4",69930000,69940000,85,FALSE
45804,"Columbea","chr4",73850000,73860000,855,FALSE
45883,"Columbea","chr4",74770000,74780000,1,FALSE
45917,"Columbea","chr4",75090000,75100000,41,FALSE
45943,"Columbea","chr4",75330000,75340000,489,FALSE
45944,"Columbea","chr4",75340000,75350000,448,FALSE
46376,"Columbea","chr4",80830000,80840000,1000,FALSE
46390,"Columbea","chr4",80970000,80980000,7,FALSE
46579,"Columbea","chr4",83470000,83480000,186,FALSE
47636,"Columbea","chr5",1630000,1640000,74,FALSE
48378,"Columbea","chr5",2670000,2680000,43,FALSE
49585,"Columbea","chr5",4320000,4330000,2,FALSE
50853,"Columbea","chr5",7100000,7110000,481,FALSE
50884,"Columbea","chr5",7550000,7560000,55,FALSE
50930,"Columbea","chr5",8170000,8180000,763,FALSE
47228,"Columbea","chr5",10210000,10220000,413,FALSE
47299,"Columbea","chr5",11200000,11210000,973,FALSE
47606,"Columbea","chr5",15710000,15720000,103,FALSE
48263,"Columbea","chr5",25000000,25010000,715,FALSE
48270,"Columbea","chr5",25230000,25240000,162,FALSE
48388,"Columbea","chr5",26820000,26830000,763,FALSE
48529,"Columbea","chr5",29050000,29060000,961,FALSE
48767,"Columbea","chr5",32360000,32370000,230,FALSE
48896,"Columbea","chr5",34050000,34060000,0,FALSE
49217,"Columbea","chr5",38740000,38750000,1,FALSE
49260,"Columbea","chr5",39360000,39370000,686,FALSE
49285,"Columbea","chr5",39660000,39670000,843,FALSE
49299,"Columbea","chr5",39840000,39850000,21,FALSE
49325,"Columbea","chr5",40300000,40310000,223,FALSE
49991,"Columbea","chr5",48120000,48130000,666,FALSE
50158,"Columbea","chr5",50290000,50300000,9,FALSE
50213,"Columbea","chr5",51070000,51080000,505,FALSE
50768,"Columbea","chr5",59480000,59490000,943,FALSE
52237,"Columbea","chr6",2840000,2850000,411,FALSE
52966,"Columbea","chr6",6620000,6630000,999,FALSE
53129,"Columbea","chr6",8670000,8680000,708,FALSE
53183,"Columbea","chr6",9980000,9990000,415,FALSE
51040,"Columbea","chr6",10000000,10010000,1,FALSE
51078,"Columbea","chr6",10660000,10670000,0,FALSE
51079,"Columbea","chr6",10670000,10680000,12,FALSE
51080,"Columbea","chr6",10690000,10700000,0,FALSE
51081,"Columbea","chr6",10700000,10710000,404,FALSE
51083,"Columbea","chr6",10730000,10740000,900,FALSE
51084,"Columbea","chr6",10740000,10750000,1,FALSE
51130,"Columbea","chr6",11580000,11590000,622,FALSE
51131,"Columbea","chr6",11600000,11610000,538,FALSE
51132,"Columbea","chr6",11610000,11620000,367,FALSE
51133,"Columbea","chr6",11620000,11630000,760,FALSE
51134,"Columbea","chr6",11640000,11650000,0,FALSE
51194,"Columbea","chr6",12570000,12580000,808,FALSE
51520,"Columbea","chr6",17160000,17170000,92,FALSE
52071,"Columbea","chr6",25980000,25990000,303,FALSE
52175,"Columbea","chr6",27690000,27700000,0,FALSE
52185,"Columbea","chr6",27780000,27790000,1,FALSE
52230,"Columbea","chr6",28330000,28340000,256,FALSE
52312,"Columbea","chr6",29320000,29330000,0,FALSE
52366,"Columbea","chr6",30030000,30040000,961,FALSE
52587,"Columbea","chr6",33020000,33030000,211,FALSE
54087,"Columbea","chr7",2320000,2330000,180,FALSE
55191,"Columbea","chr7",6030000,6040000,286,FALSE
55422,"Columbea","chr7",9090000,9100000,1000,FALSE
53237,"Columbea","chr7",10620000,10630000,1000,FALSE
53436,"Columbea","chr7",14100000,14110000,144,FALSE
53438,"Columbea","chr7",14110000,14120000,999,FALSE
53925,"Columbea","chr7",21050000,21060000,43,FALSE
53969,"Columbea","chr7",21650000,21660000,1,FALSE
54010,"Columbea","chr7",22290000,22300000,49,FALSE
54085,"Columbea","chr7",23170000,23180000,265,FALSE
54255,"Columbea","chr7",25140000,25150000,512,FALSE
54270,"Columbea","chr7",25280000,25290000,0,FALSE
54494,"Columbea","chr7",28990000,29000000,36,FALSE
54995,"Columbea","chr7",35510000,35520000,0,FALSE
56761,"Columbea","chr8",3090000,3100000,1,FALSE
56971,"Columbea","chr8",6690000,6700000,23,FALSE
56996,"Columbea","chr8",7330000,7340000,999,FALSE
57026,"Columbea","chr8",7900000,7910000,980,FALSE
55567,"Columbea","chr8",11360000,11370000,975,FALSE
55809,"Columbea","chr8",14840000,14850000,953,FALSE
55833,"Columbea","chr8",15280000,15290000,19,FALSE
56002,"Columbea","chr8",17340000,17350000,181,FALSE
56030,"Columbea","chr8",17720000,17730000,732,FALSE
56400,"Columbea","chr8",24150000,24160000,596,FALSE
56716,"Columbea","chr8",28390000,28400000,0,FALSE
57253,"Columbea","chr9",1080000,1090000,330,FALSE
58349,"Columbea","chr9",4120000,4130000,1,FALSE
58448,"Columbea","chr9",5870000,5880000,16,FALSE
58597,"Columbea","chr9",7710000,7720000,0,FALSE
57236,"Columbea","chr9",10650000,10660000,231,FALSE
57260,"Columbea","chr9",10870000,10880000,523,FALSE
57412,"Columbea","chr9",12740000,12750000,0,FALSE
57420,"Columbea","chr9",12850000,12860000,470,FALSE
57625,"Columbea","chr9",16040000,16050000,11,FALSE
57765,"Columbea","chr9",17480000,17490000,59,FALSE
57769,"Columbea","chr9",17530000,17540000,0,FALSE
57821,"Columbea","chr9",18230000,18240000,992,FALSE
758,"Columbea","chr10",4120000,4130000,1,FALSE
839,"Columbea","chr10",4980000,4990000,268,FALSE
24,"Columbea","chr10",10290000,10300000,14,FALSE
444,"Columbea","chr10",15860000,15870000,758,FALSE
502,"Columbea","chr10",16880000,16890000,3,FALSE
1446,"Columbea","chr11",13230000,13240000,1000,FALSE
1488,"Columbea","chr11",13880000,13890000,223,FALSE
3494,"Columbea","chr12",6180000,6190000,777,FALSE
3515,"Columbea","chr12",6580000,6590000,801,FALSE
3584,"Columbea","chr12",8330000,8340000,1,FALSE
2486,"Columbea","chr12",10040000,10050000,932,FALSE
2518,"Columbea","chr12",10360000,10370000,520,FALSE
4501,"Columbea","chr13",5510000,5520000,234,FALSE
4504,"Columbea","chr13",5540000,5550000,284,FALSE
